symbol	direct_call_site_count	runtime_direct_call_site_count	caller_paths	caller_packages	caller_dispositions	provisional_first_hop	stage1_final_disposition	stage1_owner	stage1_basis	upstream_header_state	upstream_package_roots	upstream_declaration_candidates	next_stage
"ShowCursor"	"2"	"1"	"vdmutils/pifedit/pifedit.c;wow32/wucursor.c"	"vdmutils;wow32"	"overlay-required;tool-only"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/user;sdktools/wzmail/mail1.0"	"admin/netui/common/hack/dos/windows.h:3920;com/ole32/olethunk/ole16/inc/windows.h:4031;public/sdk/inc/winuser.h:5774;sdktools/jetadmin/inc/winuser.h:5774;sdktools/jetadmin/sdk/inc32/winuser.h:5554;sdktools/wap/user/userapi.h:414;sdktools/wzmail/mail1.0/zmtype.h:361"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"ShowOwnedPopups"	"1"	"1"	"wow32/wuser.c"	"wow32"	"overlay-required"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/user"	"admin/netui/common/hack/dos/windows.h:3169;com/ole32/olethunk/ole16/inc/windows.h:3283;public/sdk/inc/mfc30/afxwin.h:1583;public/sdk/inc/mfc40/afxwin.h:1950;public/sdk/inc/mfc42/afxwin.h:2059;public/sdk/inc/winuser.h:2847;sdktools/jetadmin/inc/mfc/inc/afxwin.h:2059;sdktools/jetadmin/inc/winuser.h:2847;sdktools/jetadmin/sdk/inc32/winuser.h:2706;sdktools/wap/user/userapi.h:415"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"ShowScrollBar"	"1"	"1"	"wow32/wuwind.c"	"wow32"	"overlay-required"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/user"	"admin/netui/common/hack/dos/windows.h:3811;com/ole32/olethunk/ole16/inc/windows.h:3922;public/sdk/inc/mfc30/afxwin.h:1662;public/sdk/inc/mfc30/afxwin.h:2348;public/sdk/inc/mfc40/afxwin.h:2038;public/sdk/inc/mfc40/afxwin.h:2913;public/sdk/inc/mfc42/afxwin.h:2147;public/sdk/inc/mfc42/afxwin.h:3030;public/sdk/inc/winuser.h:5363;sdktools/jetadmin/inc/mfc/inc/afxwin.h:2147;sdktools/jetadmin/inc/mfc/inc/afxwin.h:3030;sdktools/jetadmin/inc/winuser.h:5363;sdktools/jetadmin/sdk/inc32/winuser.h:5163;sdktools/wap/user/userapi.h:416"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"ShowWindow"	"19"	"6"	"softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_hunt.c;vdmutils/pifedit/pifedit.c;wow32/wuwind.c"	"softpc.new;vdmutils;wow32"	"adapter-backed;not-host-runtime;overlay-required;tool-only"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/sdk;sdktools/mstest/ntview;sdktools/wap/user;windows/mfc/src40;windows/mfc/src42"	"com/ole32/olethunk/ole16/inc/windows.h:3077;com/ole32/olethunk/ole16/inc/windows.h:3095;com/ole32/olethunk/ole16/inc/windows.h:52;public/sdk/inc/mfc30/afxwin.h:1581;public/sdk/inc/mfc40/afxwin.h:1948;public/sdk/inc/mfc42/afxwin.h:2057;public/sdk/inc/shlobj.h:216;public/sdk/inc/shlobj.h:305;public/sdk/inc/shlobj.h:318;public/sdk/inc/windowsx.h:1012;public/sdk/inc/winuser.h:240;public/sdk/inc/winuser.h:258;public/sdk/inc/winuser.h:2824;sdktools/jetadmin/sdk/inc32/winuser.h:234;sdktools/jetadmin/sdk/inc32/winuser.h:252;sdktools/jetadmin/sdk/inc32/winuser.h:2683;sdktools/mstest/ntview/testview.h:14;sdktools/wap/user/userapi.h:417;windows/mfc/src40/occimpl.h:151;windows/mfc/src42/occimpl.h:231"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"sigblock"	"2"	"0"	"softpc.new/base/debug/yoda.c"	"softpc.new"	"tool-only"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"sigsetmask"	"1"	"0"	"softpc.new/base/debug/yoda.c"	"softpc.new"	"tool-only"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"sin"	"4"	"0"	"softpc.new/base/ccpu386/fpu.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"upstream-header-candidates-found"	"base/crts/crtw32;base/crts/libw32;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/wap/crtdll;windows/core/ntgdi"	"base/crts/crtw32/h/math.h:251;base/crts/crtw32/h/math.h:271;base/crts/crtw32/h/math.h:361;base/crts/libw32/include/math.h:177;base/crts/libw32/include/math.h:197;base/crts/libw32/include/math.h:287;com/ole32/olethunk/ole16/inc/math.h:129;com/ole32/olethunk/ole16/inc/math.h:169;public/sdk/inc/crt/math.h:177;public/sdk/inc/crt/math.h:197;public/sdk/inc/crt/math.h:287;sdktools/jetadmin/inc/math.h:177;sdktools/jetadmin/inc/math.h:197;sdktools/jetadmin/inc/math.h:288;sdktools/jetadmin/inc/math.h:331;sdktools/jetadmin/inc/math.h:379;sdktools/jetadmin/inc/math.h:576;sdktools/jetadmin/inc/math.h:624;sdktools/wap/crtdll/crtapi.h:305;windows/core/ntgdi/fondrv/tt/ttfd/fd.h:104"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"SizeofResource"	"1"	"1"	"wow32/wres32.c"	"wow32"	"overlay-required"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/base"	"admin/netui/common/hack/dos/windows.h:807;com/ole32/olethunk/ole16/inc/windows.h:858;public/sdk/inc/winbase.h:2496;sdktools/jetadmin/inc/winbase.h:2176;sdktools/jetadmin/sdk/inc32/winbase.h:1965;sdktools/wap/base/baseapi.h:403"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"Sleep"	"25"	"23"	"dos/command/cmdmisc.c;dos/command/cmdredir.c;softpc.new/base/support/time_day.c;softpc.new/host/src/config.c;softpc.new/host/src/nt_eoi.c;softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_lpt.c;softpc.new/host/src/nt_unix.c;v86/scaffold/i386/fakekbd.c;wow32/wkman.c;wow32/wucomm.c"	"dos;softpc.new;v86;wow32"	"adapter-backed;not-host-runtime;overlay-required"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"base/crts/crtw32;base/crts/libw32;ds/netapi/svcdlls;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/mstest/ntdrvr;sdktools/ntslm/ntslm.h;sdktools/wap/base;windows/core/ntgdi;windows/core/ntuser"	"base/crts/crtw32/h/stdlib.h:716;base/crts/libw32/include/stdlib.h:510;ds/netapi/svcdlls/nwsap/server/nwsapp.h:241;public/sdk/inc/crt/stdlib.h:510;public/sdk/inc/mapiwin.h:367;public/sdk/inc/winbase.h:2481;sdktools/jetadmin/inc/mapiwin.h:367;sdktools/jetadmin/inc/stdlib.h:530;sdktools/jetadmin/inc/winbase.h:2161;sdktools/jetadmin/sdk/inc32/mapiwin.h:355;sdktools/jetadmin/sdk/inc32/winbase.h:1950;sdktools/mstest/ntdrvr/inc/globals.h:120;sdktools/ntslm/ntslm.h:79;sdktools/wap/base/baseapi.h:404;windows/core/ntgdi/direct/misc/logger.h:230;windows/core/ntuser/client/cltxt.h:364"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"smeg_clear"	"1"	"0"	"softpc.new/base/system/idetect.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"smeg_set"	"1"	"0"	"softpc.new/base/system/idetect.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"sprintf"	"305"	"89"	"base/win32/client/vdm.c;dos/command/cmdconf.c;dos/command/cmdkeyb.c;dos/dem/demdasd.c;dos/dem/demdisp.c;dos/dem/demerror.c;dos/dem/demfile.c;dos/dem/demhndl.c;dos/dem/demlabel.c;dos/dem/demmisc.c;dos/dem/demmsg.c;dos/dem/demsrch.c;softpc.new/base/bios/bootstra.c;softpc.new/base/bios/reset.c;softpc.new/base/ccpu386/c_xcptn.c;softpc.new/base/ccpu386/ccpupig.c;softpc.new/base/ccpu386/fpu.c;softpc.new/base/ccpu386/popf.c;softpc.new/base/comms/com.c;softpc.new/base/dasm386/dasm386.c;softpc.new/base/debug/btrace.c;softpc.new/base/debug/dasm.c;softpc.new/base/debug/yoda.c;softpc.new/base/keymouse/mouse.c;softpc.new/base/keymouse/mouse_io.c;softpc.new/base/system/cmos.c;softpc.new/base/system/ica.c;softpc.new/base/system/illegalp.c;softpc.new/base/system/timer.c;softpc.new/dat2obj/dat2obj.c;softpc.new/host/src/config.c;softpc.new/host/src/nt_com.c;softpc.new/host/src/nt_det.c;softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_rflop.c;softpc.new/host/src/nt_unix.c;softpc.new/host/src/nt_wcom.c;softpc.new/host/src/nt_yoda.c;softpc.new/host/src/stf_conf.c;softpc.new/host/src/stubs.c;softpc.new/rename/rename.c;suballoc/suballoc.c;v86/monitor/i386/proflib.c;v86/monitor/i386/sas.c;vdmredir/vrdlcdbg.c;vdmredir/vrnetapi.c;wow32/wkernel.c;wow32/wkman.c;wow32/wmsg16.c;wow32/wow32.c"	"base/win32;dos;softpc.new;suballoc;v86;vdmredir;wow32"	"adapter-backed;binding-only;firmware-only;not-host-runtime;overlay-required;tool-only"	"non-mvdm-owner-resolution-required"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"com/ole32/common;com/ole32/stg;com/oleaut32/dispatch;ds/sam/client;ds/sam/server;windows/diamond/error.h;windows/diamond/filever.h;windows/diamond/message.h"	"com/ole32/common/printf.h:12;com/ole32/common/w4io.h:2;com/ole32/stg/common/w4io.h:2;com/ole32/stg/h/w4wchar.h:13;com/ole32/stg/h/w4wchar.h:58;com/ole32/stg/ref/h/wchar.h:49;com/oleaut32/dispatch/oledisp.h:140;com/oleaut32/dispatch/oledisp.h:141;com/oleaut32/dispatch/oledisp.h:142;com/oleaut32/dispatch/oledisp.h:145;com/oleaut32/dispatch/oledisp.h:148;ds/sam/client/samclip.h:46;ds/sam/server/samsrvp.h:237;windows/diamond/error.h:39;windows/diamond/error.h:46;windows/diamond/filever.h:33;windows/diamond/message.h:38;windows/diamond/message.h:45;windows/diamond/message.h:58;windows/diamond/message.h:97"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"sqrt"	"2"	"0"	"softpc.new/base/ccpu386/fpu.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-upstream-header-candidate"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"srand"	"1"	"0"	"softpc.new/base/debug/yoda.c"	"softpc.new"	"tool-only"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"upstream-header-candidates-found"	"base/crts/crtw32;base/crts/libw32;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/wap/crtdll"	"base/crts/crtw32/h/stdlib.h:635;base/crts/libw32/include/stdlib.h:434;com/ole32/olethunk/ole16/inc/stdlib.h:193;public/sdk/inc/crt/stdlib.h:434;sdktools/jetadmin/inc/stdlib.h:449;sdktools/wap/crtdll/crtapi.h:309"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"sscanf"	"48"	"5"	"dos/command/cmdexec.c;ieuvddex/i386/profile.c;ieuvddex/i386/regs.c;ieuvddex/i386/vdmtib.c;ieuvddex/pmode.c;softpc.new/base/bios/ill_bop.c;softpc.new/base/debug/yoda.c;softpc.new/base/system/cmos.c;softpc.new/host/src/nt_vflop.c;softpc.new/host/src/nt_yoda.c;v86/scaffold/i386/softpc.c;vdmexts/debug.c;vdmexts/i386/profile.c;vdmexts/i386/regs.c;vdmexts/i386/vdmtib.c"	"dos;ieuvddex;softpc.new;v86;vdmexts"	"adapter-backed;firmware-only;not-host-runtime;tool-only"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"base/crts/crtw32;base/crts/libw32;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/vctools/contents;sdktools/vctools/nmake;sdktools/wap/crtdll"	"base/crts/crtw32/h/stdio.h:522;base/crts/crtw32/h/tchar.h:517;base/crts/libw32/include/stdio.h:381;base/crts/libw32/include/tchar.h:440;com/ole32/olethunk/ole16/inc/stdio.h:275;com/ole32/olethunk/ole16/inc/tchar.h:279;public/sdk/inc/crt/stdio.h:381;public/sdk/inc/crt/tchar.h:440;sdktools/jetadmin/inc/stdio.h:385;sdktools/jetadmin/inc/tchar.h:458;sdktools/vctools/contents/tchar.h:273;sdktools/vctools/nmake/os2dll.h:49;sdktools/wap/crtdll/crtapi.h:310"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"StartDoc"	"3"	"3"	"wow32/wgdi.c;wow32/wgdi31.c"	"wow32"	"overlay-required"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"admin/netui/common;com/ole32/olethunk;printscan/print/spooler;public/internal/printscan;public/sdk/inc;sdktools/jetadmin/sdk;windows/core/ntgdi"	"admin/netui/common/hack/dos/windows.h:2387;com/ole32/olethunk/ole16/inc/windows.h:2512;printscan/print/spooler/monitors/pjlmon/spltypes.h:69;printscan/print/spooler/monitors/pjlmon/spltypes.h:74;public/internal/printscan/inc/winddiui.h:151;public/internal/printscan/inc/winddiui.h:154;public/sdk/inc/mfc30/afxwin.h:813;public/sdk/inc/mfc30/afxwin.h:814;public/sdk/inc/mfc40/afxwin.h:941;public/sdk/inc/mfc40/afxwin.h:942;public/sdk/inc/mfc42/afxwin.h:945;public/sdk/inc/mfc42/afxwin.h:946;public/sdk/inc/wingdi.h:2926;public/sdk/inc/wingdi.h:2928;sdktools/jetadmin/sdk/inc32/wingdi.h:2917;sdktools/jetadmin/sdk/inc32/wingdi.h:2919;windows/core/ntgdi/client/local.h:137;windows/core/ntgdi/client/local.h:147;windows/core/ntgdi/printers/msplot/inc/plotgpc.h:154;windows/core/ntgdi/printers/psprint/pscript/pscript.h:234"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"StartPage"	"2"	"2"	"wow32/wgdi.c;wow32/wgdi31.c"	"wow32"	"overlay-required"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"admin/netui/common;base/ntos/inc;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/gdi;windows/core/ntgdi"	"admin/netui/common/hack/dos/windows.h:2388;base/ntos/inc/po.h:355;com/ole32/olethunk/ole16/inc/windows.h:2513;public/sdk/inc/mfc30/afxwin.h:815;public/sdk/inc/mfc40/afxwin.h:943;public/sdk/inc/mfc42/afxwin.h:947;public/sdk/inc/wingdi.h:2931;sdktools/jetadmin/inc/mfc/inc/afxwin.h:947;sdktools/jetadmin/inc/wingdi.h:2931;sdktools/jetadmin/sdk/inc32/wingdi.h:2922;sdktools/wap/gdi/gdiapi.h:278;windows/core/ntgdi/client/local.h:148;windows/core/ntgdi/printers/hprasdd/rasdd/stretch.h:23;windows/core/ntgdi/printers/psprint/pscript/pscript.h:235;windows/core/ntgdi/printers/rasprint.sp1/rasdd/stretch.h:23;windows/core/ntgdi/printers/rasprint/rasdd/stretch.h:23"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"strcat"	"247"	"46"	"bde/bdesym.c;dos/command/cmdconf.c;dos/command/cmdexec.c;dos/command/cmdmisc.c;dos/command/cmdpif.c;dos/dem/demfcb.c;dos/dem/demfile.c;dos/dem/demmisc.c;oemuni/toemuni.c;softpc.new/base/bios/reset.c;softpc.new/base/ccpu386/fpu.c;softpc.new/base/dasm386/dasm386.c;softpc.new/base/debug/dasm.c;softpc.new/base/debug/yoda.c;softpc.new/base/system/cmos.c;softpc.new/base/system/cmosnt.c;softpc.new/host/src/nt_det.c;softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_fulsc.c;softpc.new/host/src/nt_msscs.c;softpc.new/host/src/nt_pif.c;softpc.new/host/src/nt_unix.c;softpc.new/host/src/nt_vflop.c;softpc.new/host/src/nt_wcom.c;softpc.new/host/src/stf_conf.c;v86/scaffold/i386/softpc.c;vdmexts/sym.c;vdmredir/vrdebug.c;vdmredir/vrmslot.c;vdmredir/vrnmpipe.c;wow32/wkman.c;wow32/wow32fax.c;wow32/wuser.c;wow32/wuser31.c"	"bde;dos;oemuni;softpc.new;v86;vdmexts;vdmredir;wow32"	"adapter-backed;firmware-only;not-host-runtime;overlay-required;tool-only"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"base/crts/libw32;com/ole32/ih;com/ole32/olethunk;com/oleaut32/dispatch;com/oleaut32/mktyplib;com/oleaut32/typelib;ds/netapi/svcdlls;public/sdk/inc;sdktools/wap/crtdll;shell/lz/lib"	"base/crts/libw32/include/string.h:115;base/crts/libw32/include/string.h:124;base/crts/libw32/include/tchar.h:475;com/ole32/ih/hkldinp.h:48;com/ole32/ih/hkldinp.h:52;com/ole32/ih/hkldinp.h:53;com/ole32/ih/hkldinp.h:54;com/ole32/olethunk/ole16/inc/ole2int.h:53;com/ole32/olethunk/ole16/inc/string.h:61;com/ole32/olethunk/ole16/inc/tchar.h:426;com/oleaut32/dispatch/oledisp.h:223;com/oleaut32/dispatch/oledisp.h:231;com/oleaut32/mktyplib/mktyplib.h:98;com/oleaut32/typelib/xstring.h:37;ds/netapi/svcdlls/alrsvc/lmnetlib.h:33;public/sdk/inc/crt/tchar.h:475;public/sdk/inc/windowsx.h:1249;sdktools/wap/crtdll/crtapi.h:311;shell/lz/lib/translat.h:120"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"strchr"	"51"	"35"	"bde/bdeutil.c;dos/command/cmdenv.c;dos/command/cmdexec.c;dos/command/cmdmisc.c;dos/dem/demfile.c;dos/dem/demsrch.c;softpc.new/base/debug/profile.c;softpc.new/base/debug/yoda.c;softpc.new/host/src/nt_msscs.c;softpc.new/host/src/stubs.c;softpc.new/rename/rename.c;v86/scaffold/i386/softpc.c;vdmexts/util.c;vdmredir/vrdebug.c;vdmredir/vrdlcdbg.c;vdmredir/vrnmpipe.c;wow32/mapembed.c;wow32/wgdi.c;wow32/wkfileio.c;wow32/wkman.c;wow32/wshell.c;wow32/wspool.c"	"bde;dos;softpc.new;v86;vdmexts;vdmredir;wow32"	"adapter-backed;not-host-runtime;overlay-required;tool-only"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"base/crts/crtw32;base/crts/libw32;com/ole32/olethunk;com/oleaut32/dispatch;com/oleaut32/mktyplib;ds/netapi/svcdlls;ds/netapi/xactsrv;printscan/print/spooler;public/internal/base;public/internal/com;public/sdk/inc;sdktools/vctools/pmake;sdktools/wap/crtdll"	"base/crts/crtw32/h/v2tov3.h:53;base/crts/libw32/include/string.h:140;base/crts/libw32/include/tchar.h:866;com/ole32/olethunk/ole16/inc/ole2int.h:55;com/ole32/olethunk/ole16/inc/string.h:62;com/ole32/olethunk/ole16/inc/tchar.h:427;com/oleaut32/dispatch/oledisp.h:232;com/oleaut32/mktyplib/mktyplib.h:134;ds/netapi/svcdlls/alrsvc/lmnetlib.h:47;ds/netapi/xactsrv/xsprocsp.h:75;printscan/print/spooler/splsetup/local.h:51;public/internal/base/inc/tstr.h:194;public/internal/com/inc/olechar.h:32;public/internal/com/inc/olechar.h:41;public/sdk/inc/crt/string.h:140;public/sdk/inc/crt/tchar.h:866;public/sdk/inc/windowsx.h:1250;sdktools/vctools/pmake/inc/nmake.h:417;sdktools/wap/crtdll/crtapi.h:312"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"strcmp"	"133"	"50"	"dos/command/cmdkeyb.c;softpc.new/base/ccpu386/c_main.c;softpc.new/base/comms/com.c;softpc.new/base/debug/pigyoda.c;softpc.new/base/debug/profile.c;softpc.new/base/debug/yoda.c;softpc.new/base/support/get_env.c;softpc.new/base/system/illegalp.c;softpc.new/dat2obj/dat2obj.c;softpc.new/host/src/config.c;softpc.new/host/src/nt_pif.c;softpc.new/host/src/nt_rez.c;softpc.new/host/src/nt_rflop.c;softpc.new/host/src/nt_yoda.c;softpc.new/host/src/stf_conf.c;vdmexts/wowprof.c;vdmredir/vrdebug.c;vdmredir/vrnetapi.c;vdmutils/graftabl/graftabl.c;wow32/debug.c;wow32/mapembed.c;wow32/wdos.c;wow32/wgfont.c;wow32/wkernel.c;wow32/wkman.c;wow32/wow32.c;wow32/wowtbl.c;wow32/wucomm.c;wow32/wuwind.c"	"dos;softpc.new;vdmexts;vdmredir;vdmutils;wow32"	"adapter-backed;not-host-runtime;overlay-required;tool-only"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"base/crts/libw32;base/ntos/inc;com/ole32/olethunk;com/oleaut32/dispatch;com/oleaut32/mktyplib;com/oleaut32/typelib;ds/netapi/svcdlls;public/internal/com;public/sdk/inc;sdktools/wap/crtdll;shell/lz/lib"	"base/crts/libw32/include/string.h:116;base/crts/libw32/include/string.h:125;base/crts/libw32/include/tchar.h:880;base/ntos/inc/cxport.h:365;com/ole32/olethunk/ole16/inc/ole2int.h:56;com/ole32/olethunk/ole16/inc/string.h:63;com/ole32/olethunk/ole16/inc/tchar.h:428;com/oleaut32/dispatch/oledisp.h:235;com/oleaut32/mktyplib/mktyplib.h:95;com/oleaut32/typelib/obole2.h:27;ds/netapi/svcdlls/alrsvc/lmnetlib.h:42;ds/netapi/svcdlls/nwsap/server/nwsapp.h:89;public/internal/com/inc/olechar.h:30;public/sdk/inc/crt/string.h:116;public/sdk/inc/crt/string.h:125;public/sdk/inc/crt/tchar.h:880;public/sdk/inc/windowsx.h:1251;sdktools/wap/crtdll/crtapi.h:313;shell/lz/lib/translat.h:121"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
