"audit_id"	"source_path"	"source_line"	"interface_family"	"source_token"	"original_contract"	"pointer_or_identity_lifetime"	"current_same_shaped_binding"	"required_owner_path"	"exact_unavailable_prerequisite"	"final_s2_disposition"	"source_excerpt"
"WOW-TF-01-773"	"wow32/wstruc.c"	"773"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pmsg16);"
"WOW-TF-01-774"	"wow32/wstruc.c"	"774"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpmsg16, sizeof(MSG16), pmsg16);"
"WOW-TF-01-798"	"wow32/wstruc.c"	"798"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pmsg16);"
"WOW-TF-01-915"	"wow32/wstruc.c"	"915"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpmsg16, sizeof(MSG16), pmsg16);"
"WOW-TF-01-925"	"wow32/wstruc.c"	"925"	"WOW-TF-01"	"FLUSHVDMPTR"	"publish modified VDM bytes before releasing the mapping"	"must commit the matching synchronous checked lease before release"	"no; no generic code-flush or unbounded alias is admitted"	"adapter-mvdm-host-out/softpc -> session.guest_memory -> adapter-bochs"	"paired WOW pointer scope with explicit write/commit designation"	"adapter-backed after complete scope design; no provider body enabled"	"FLUSHVDMPTR(vpmsg16, sizeof(MSG16), pmsg16);"
"WOW-TF-01-926"	"wow32/wstruc.c"	"926"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pmsg16);"
"WOW-TF-01-939"	"wow32/wstruc.c"	"939"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vplf, sizeof(LOGFONT16), plf16);"
"WOW-TF-01-989"	"wow32/wstruc.c"	"989"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(plf16);"
"WOW-TF-01-1003"	"wow32/wstruc.c"	"1003"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vplf, sizeof(LOGFONT16), plf16);"
"WOW-TF-01-1047"	"wow32/wstruc.c"	"1047"	"WOW-TF-01"	"FLUSHVDMPTR"	"publish modified VDM bytes before releasing the mapping"	"must commit the matching synchronous checked lease before release"	"no; no generic code-flush or unbounded alias is admitted"	"adapter-mvdm-host-out/softpc -> session.guest_memory -> adapter-bochs"	"paired WOW pointer scope with explicit write/commit designation"	"adapter-backed after complete scope design; no provider body enabled"	"FLUSHVDMPTR(vplf, sizeof(LOGFONT16), plf16);"
"WOW-TF-01-1048"	"wow32/wstruc.c"	"1048"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(plf16);"
"WOW-TF-01-1061"	"wow32/wstruc.c"	"1061"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpelf, sizeof(ENUMLOGFONT16), pelf16);"
"WOW-TF-01-1092"	"wow32/wstruc.c"	"1092"	"WOW-TF-01"	"FLUSHVDMPTR"	"publish modified VDM bytes before releasing the mapping"	"must commit the matching synchronous checked lease before release"	"no; no generic code-flush or unbounded alias is admitted"	"adapter-mvdm-host-out/softpc -> session.guest_memory -> adapter-bochs"	"paired WOW pointer scope with explicit write/commit designation"	"adapter-backed after complete scope design; no provider body enabled"	"FLUSHVDMPTR(vpelf, sizeof(ENUMLOGFONT16), pelf16);"
"WOW-TF-01-1093"	"wow32/wstruc.c"	"1093"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pelf16);"
"WOW-TF-01-1104"	"wow32/wstruc.c"	"1104"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vptm, sizeof(TEXTMETRIC16), ptm16);"
"WOW-TF-01-1127"	"wow32/wstruc.c"	"1127"	"WOW-TF-01"	"FLUSHVDMPTR"	"publish modified VDM bytes before releasing the mapping"	"must commit the matching synchronous checked lease before release"	"no; no generic code-flush or unbounded alias is admitted"	"adapter-mvdm-host-out/softpc -> session.guest_memory -> adapter-bochs"	"paired WOW pointer scope with explicit write/commit designation"	"adapter-backed after complete scope design; no provider body enabled"	"FLUSHVDMPTR(vptm, sizeof(TEXTMETRIC16), ptm16);"
"WOW-TF-01-1128"	"wow32/wstruc.c"	"1128"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(ptm16);"
"WOW-TF-01-1139"	"wow32/wstruc.c"	"1139"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpntm, sizeof(NEWTEXTMETRIC16), pntm16);"
"WOW-TF-01-1169"	"wow32/wstruc.c"	"1169"	"WOW-TF-01"	"FLUSHVDMPTR"	"publish modified VDM bytes before releasing the mapping"	"must commit the matching synchronous checked lease before release"	"no; no generic code-flush or unbounded alias is admitted"	"adapter-mvdm-host-out/softpc -> session.guest_memory -> adapter-bochs"	"paired WOW pointer scope with explicit write/commit designation"	"adapter-backed after complete scope design; no provider body enabled"	"FLUSHVDMPTR(vpntm, sizeof(NEWTEXTMETRIC16), pntm16);"
"WOW-TF-01-1170"	"wow32/wstruc.c"	"1170"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pntm16);"
"WOW-TF-01-1179"	"wow32/wstruc.c"	"1179"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpotm, cb, potm16);"
"WOW-TF-01-1296"	"wow32/wstruc.c"	"1296"	"WOW-TF-01"	"FLUSHVDMPTR"	"publish modified VDM bytes before releasing the mapping"	"must commit the matching synchronous checked lease before release"	"no; no generic code-flush or unbounded alias is admitted"	"adapter-mvdm-host-out/softpc -> session.guest_memory -> adapter-bochs"	"paired WOW pointer scope with explicit write/commit designation"	"adapter-backed after complete scope design; no provider body enabled"	"FLUSHVDMPTR(vpotm, cb, potm16);"
"WOW-TF-01-1297"	"wow32/wstruc.c"	"1297"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(potm16);"
"WOW-TF-01-1305"	"wow32/wstruc.c"	"1305"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vplp, sizeof(LOGPALETTE16), plp16);"
"WOW-TF-01-1320"	"wow32/wstruc.c"	"1320"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(plp16);"
"WOW-TF-01-1329"	"wow32/wstruc.c"	"1329"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vppe, sizeof(PALETTEENTRY16)*c, pp16);"
"WOW-TF-01-1339"	"wow32/wstruc.c"	"1339"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pp16);"
"WOW-TF-01-1348"	"wow32/wstruc.c"	"1348"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vppe, sizeof(PALETTEENTRY16)*c, pp16);"
"WOW-TF-01-1359"	"wow32/wstruc.c"	"1359"	"WOW-TF-01"	"FLUSHVDMPTR"	"publish modified VDM bytes before releasing the mapping"	"must commit the matching synchronous checked lease before release"	"no; no generic code-flush or unbounded alias is admitted"	"adapter-mvdm-host-out/softpc -> session.guest_memory -> adapter-bochs"	"paired WOW pointer scope with explicit write/commit designation"	"adapter-backed after complete scope design; no provider body enabled"	"FLUSHVDMPTR(vppe, sizeof(PALETTEENTRY16)*c, pp16);"
"WOW-TF-01-1360"	"wow32/wstruc.c"	"1360"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pp16);"
"WOW-TF-01-1370"	"wow32/wstruc.c"	"1370"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpht, sizeof(HAND16)*c, pht16);"
"WOW-TF-01-1383"	"wow32/wstruc.c"	"1383"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pht16);"
"WOW-TF-01-1391"	"wow32/wstruc.c"	"1391"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpht, sizeof(HAND16)*c, pht16);"
"WOW-TF-01-1405"	"wow32/wstruc.c"	"1405"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pht16);"
"WOW-TF-01-1462"	"wow32/wstruc.c"	"1462"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpdm16, sizeof(DEVMODE31), pdm16);"
"WOW-TF-01-1511"	"wow32/wstruc.c"	"1511"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pdm16);"
"WOW-TF-01-1530"	"wow32/wstruc.c"	"1530"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpdm16, sizeof(DEVMODE31), pdm16);"
"WOW-TF-01-1579"	"wow32/wstruc.c"	"1579"	"WOW-TF-01"	"FLUSHVDMPTR"	"publish modified VDM bytes before releasing the mapping"	"must commit the matching synchronous checked lease before release"	"no; no generic code-flush or unbounded alias is admitted"	"adapter-mvdm-host-out/softpc -> session.guest_memory -> adapter-bochs"	"paired WOW pointer scope with explicit write/commit designation"	"adapter-backed after complete scope design; no provider body enabled"	"FLUSHVDMPTR(vpdm16, sizeof(DEVMODE31), pdm16);"
"WOW-TF-01-1580"	"wow32/wstruc.c"	"1580"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pdm16);"
"WOW-TF-01-1592"	"wow32/wstruc.c"	"1592"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpwp, sizeof(WINDOWPOS16), pwp16);"
"WOW-TF-01-1602"	"wow32/wstruc.c"	"1602"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pwp16);"
"WOW-TF-01-1609"	"wow32/wstruc.c"	"1609"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpwp, sizeof(WINDOWPOS16), pwp16);"
"WOW-TF-01-1619"	"wow32/wstruc.c"	"1619"	"WOW-TF-01"	"FLUSHVDMPTR"	"publish modified VDM bytes before releasing the mapping"	"must commit the matching synchronous checked lease before release"	"no; no generic code-flush or unbounded alias is admitted"	"adapter-mvdm-host-out/softpc -> session.guest_memory -> adapter-bochs"	"paired WOW pointer scope with explicit write/commit designation"	"adapter-backed after complete scope design; no provider body enabled"	"FLUSHVDMPTR(vpwp, sizeof(WINDOWPOS16), pwp16);"
"WOW-TF-01-1620"	"wow32/wstruc.c"	"1620"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pwp16);"
"WOW-TF-01-1628"	"wow32/wstruc.c"	"1628"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpmsg16, sizeof(MSG16), pmsg16);"
"WOW-TF-01-1643"	"wow32/wstruc.c"	"1643"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pmsg16);"
"WOW-TF-01-1650"	"wow32/wstruc.c"	"1650"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vp, sizeof(PAINTSTRUCT16), pps16);"
"WOW-TF-01-1661"	"wow32/wstruc.c"	"1661"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pps16);"
"WOW-TF-01-1668"	"wow32/wstruc.c"	"1668"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vp, sizeof(PAINTSTRUCT16), pps16);"
"WOW-TF-01-1679"	"wow32/wstruc.c"	"1679"	"WOW-TF-01"	"FLUSHVDMPTR"	"publish modified VDM bytes before releasing the mapping"	"must commit the matching synchronous checked lease before release"	"no; no generic code-flush or unbounded alias is admitted"	"adapter-mvdm-host-out/softpc -> session.guest_memory -> adapter-bochs"	"paired WOW pointer scope with explicit write/commit designation"	"adapter-backed after complete scope design; no provider body enabled"	"FLUSHVDMPTR(vp, sizeof(PAINTSTRUCT16), pps16);"
"WOW-TF-01-1680"	"wow32/wstruc.c"	"1680"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pps16);"
